org_id,vocabulary,code,confidence
GB-CHC-207890,sdg_primary,4,high
GB-CHC-207890,sdg_secondary,9,high
GB-CHC-207890,overseas_engagement,operates_directly_abroad,high
GB-CHC-207898,sdg_primary,1,high
GB-CHC-207898,sdg_secondary,4,high
GB-CHC-207898,overseas_engagement,uk_fundraising_only,high
GB-CHC-207899,sdg_primary,4,medium
GB-CHC-207899,sdg_secondary,16,medium
GB-CHC-207899,overseas_engagement,uk_fundraising_only,high
GB-CHC-207958,sdg_primary,10,medium
GB-CHC-207958,sdg_secondary,1,medium
GB-CHC-207958,overseas_engagement,uk_fundraising_only,high
GB-CHC-207996,sdg_primary,15,high
GB-CHC-207996,sdg_secondary,4,high
GB-CHC-207996,overseas_engagement,operates_directly_abroad,high
GB-CHC-207997,sdg_primary,16,medium
GB-CHC-207997,overseas_engagement,uk_fundraising_only,high
GB-CHC-208074,sdg_primary,16,medium
GB-CHC-208074,sdg_secondary,4,medium
GB-CHC-208074,overseas_engagement,operates_directly_abroad,medium
GB-CHC-208079,sdg_primary,16,low
GB-CHC-208079,sdg_secondary,1,low
GB-CHC-208079,overseas_engagement,uk_fundraising_only,medium
GB-CHC-208205,sdg_primary,15,high
GB-CHC-208205,sdg_secondary,4,high
GB-CHC-208205,overseas_engagement,operates_directly_abroad,medium
GB-CHC-208215,sdg_primary,1,high
GB-CHC-208215,sdg_secondary,8,high
GB-CHC-208215,overseas_engagement,uk_fundraising_only,high
GB-CHC-208433,sdg_primary,1,medium
GB-CHC-208433,overseas_engagement,uk_fundraising_only,high
GB-CHC-208530,sdg_primary,15,high
GB-CHC-208530,sdg_secondary,4,high
GB-CHC-208530,overseas_engagement,funds_partners_abroad,high
GB-CHC-208673,sdg_primary,4,high
GB-CHC-208673,sdg_secondary,9,high
GB-CHC-208673,overseas_engagement,operates_directly_abroad,high
GB-CHC-208724,sdg_primary,1,high
GB-CHC-208724,sdg_secondary,16,high
GB-CHC-208724,overseas_engagement,operates_directly_abroad,high
GB-CHC-208727,sdg_primary,1,high
GB-CHC-208727,sdg_secondary,8,high
GB-CHC-208727,overseas_engagement,uk_fundraising_only,high
GB-CHC-208728,sdg_primary,15,high
GB-CHC-208728,sdg_secondary,4,high
GB-CHC-208728,sdg_secondary,9,high
GB-CHC-208728,overseas_engagement,operates_directly_abroad,high
GB-CHC-208865,sdg_primary,16,medium
GB-CHC-208865,overseas_engagement,operates_directly_abroad,high
GB-CHC-208866,sdg_primary,1,medium
GB-CHC-208866,sdg_secondary,3,medium
GB-CHC-208866,overseas_engagement,funds_partners_abroad,medium
GB-CHC-208870,sdg_primary,16,low
GB-CHC-208870,sdg_secondary,1,low
GB-CHC-208870,overseas_engagement,uk_fundraising_only,high
GB-CHC-208882,sdg_primary,1,high
GB-CHC-208882,sdg_secondary,4,high
GB-CHC-208882,overseas_engagement,uk_fundraising_only,high
GB-CHC-208925,sdg_primary,1,high
GB-CHC-208925,sdg_secondary,8,high
GB-CHC-208925,overseas_engagement,uk_fundraising_only,high
GB-CHC-209015,sdg_primary,15,high
GB-CHC-209015,sdg_secondary,3,high
GB-CHC-209015,overseas_engagement,uk_fundraising_only,low
GB-CHC-209058,sdg_primary,1,low
GB-CHC-209058,sdg_secondary,4,low
GB-CHC-209058,overseas_engagement,uk_fundraising_only,high
GB-CHC-209126,sdg_primary,1,high
GB-CHC-209126,sdg_secondary,4,high
GB-CHC-209126,overseas_engagement,uk_fundraising_only,high
GB-CHC-209131,sdg_primary,4,high
GB-CHC-209131,sdg_secondary,17,high
GB-CHC-209131,overseas_engagement,operates_directly_abroad,high
GB-CHC-209133,sdg_primary,3,medium
GB-CHC-209133,sdg_secondary,16,medium
GB-CHC-209133,overseas_engagement,uk_fundraising_only,low
GB-CHC-209168,sdg_primary,3,high
GB-CHC-209168,sdg_secondary,4,high
GB-CHC-209168,overseas_engagement,funds_partners_abroad,high
GB-CHC-209222,sdg_primary,4,medium
GB-CHC-209222,sdg_secondary,15,medium
GB-CHC-209222,overseas_engagement,funds_partners_abroad,medium
GB-CHC-209251,sdg_primary,15,high
GB-CHC-209251,sdg_secondary,4,high
GB-CHC-209251,overseas_engagement,operates_directly_abroad,high
GB-CHC-209266,sdg_primary,3,high
GB-CHC-209266,sdg_secondary,1,high
GB-CHC-209266,overseas_engagement,funds_partners_abroad,high
GB-CHC-209280,sdg_primary,1,high
GB-CHC-209280,sdg_secondary,3,high
GB-CHC-209280,overseas_engagement,uk_fundraising_only,high
GB-CHC-209373,sdg_primary,1,high
GB-CHC-209373,overseas_engagement,uk_fundraising_only,high
GB-CHC-209425,sdg_primary,4,high
GB-CHC-209425,sdg_secondary,16,high
GB-CHC-209425,overseas_engagement,uk_fundraising_only,high
GB-CHC-209465,sdg_primary,1,medium
GB-CHC-209465,sdg_secondary,4,medium
GB-CHC-209465,sdg_secondary,9,medium
GB-CHC-209465,overseas_engagement,funds_partners_abroad,medium
GB-CHC-209489,sdg_primary,1,high
GB-CHC-209489,overseas_engagement,uk_fundraising_only,high
GB-CHC-209603,sdg_primary,3,high
GB-CHC-209603,sdg_secondary,11,high
GB-CHC-209603,overseas_engagement,uk_fundraising_only,high
GB-CHC-209610,sdg_primary,16,medium
GB-CHC-209610,overseas_engagement,uk_fundraising_only,high
GB-CHC-209677,sdg_primary,11,high
GB-CHC-209677,sdg_secondary,4,high
GB-CHC-209677,overseas_engagement,operates_directly_abroad,medium
GB-CHC-209691,sdg_primary,4,high
GB-CHC-209691,sdg_secondary,17,high
GB-CHC-209691,overseas_engagement,funds_partners_abroad,high
GB-CHC-209706,sdg_primary,4,high
GB-CHC-209706,sdg_secondary,17,high
GB-CHC-209706,overseas_engagement,operates_directly_abroad,medium
GB-CHC-210022,sdg_primary,4,high
GB-CHC-210022,sdg_secondary,1,high
GB-CHC-210022,overseas_engagement,uk_fundraising_only,high
GB-CHC-210037,sdg_primary,16,high
GB-CHC-210037,sdg_secondary,1,high
GB-CHC-210037,overseas_engagement,funds_partners_abroad,medium
GB-CHC-210040,sdg_primary,3,high
GB-CHC-210040,sdg_secondary,4,high
GB-CHC-210040,overseas_engagement,funds_partners_abroad,high
GB-CHC-210066,sdg_primary,14,high
GB-CHC-210066,sdg_secondary,9,high
GB-CHC-210066,overseas_engagement,operates_directly_abroad,high
GB-CHC-210110,sdg_primary,1,high
GB-CHC-210110,sdg_secondary,5,high
GB-CHC-210110,overseas_engagement,funds_partners_abroad,high
GB-CHC-210183,sdg_primary,3,high
GB-CHC-210183,sdg_secondary,4,high
GB-CHC-210183,overseas_engagement,funds_partners_abroad,high
GB-CHC-210202,sdg_primary,1,high
GB-CHC-210202,sdg_secondary,3,high
GB-CHC-210202,overseas_engagement,uk_fundraising_only,high
GB-CHC-210252,sdg_primary,9,high
GB-CHC-210252,sdg_secondary,11,high
GB-CHC-210252,overseas_engagement,operates_directly_abroad,medium
GB-CHC-210563,sdg_primary,1,high
GB-CHC-210563,sdg_secondary,4,high
GB-CHC-210563,sdg_secondary,16,high
GB-CHC-210563,overseas_engagement,funds_partners_abroad,high
GB-CHC-210566,sdg_primary,9,high
GB-CHC-210566,sdg_secondary,11,high
GB-CHC-210566,overseas_engagement,uk_fundraising_only,high
GB-CHC-210621,sdg_primary,1,high
GB-CHC-210621,sdg_secondary,4,high
GB-CHC-210621,overseas_engagement,uk_fundraising_only,high
GB-CHC-210639,sdg_primary,16,high
GB-CHC-210639,sdg_secondary,4,high
GB-CHC-210639,overseas_engagement,uk_fundraising_only,medium
GB-CHC-210686,sdg_primary,1,low
GB-CHC-210686,overseas_engagement,uk_fundraising_only,low
GB-CHC-210760,sdg_primary,1,high
GB-CHC-210760,sdg_secondary,3,high
GB-CHC-210760,overseas_engagement,uk_fundraising_only,high
GB-CHC-210842,sdg_primary,16,medium
GB-CHC-210842,sdg_secondary,4,medium
GB-CHC-210842,overseas_engagement,funds_partners_abroad,medium
GB-CHC-211004,sdg_primary,16,low
GB-CHC-211004,overseas_engagement,uk_fundraising_only,high
GB-CHC-211014,sdg_primary,4,high
GB-CHC-211014,sdg_secondary,9,high
GB-CHC-211014,overseas_engagement,operates_directly_abroad,medium
GB-CHC-211161,sdg_primary,9,high
GB-CHC-211161,sdg_secondary,14,high
GB-CHC-211161,overseas_engagement,uk_fundraising_only,high
GB-CHC-211200,sdg_primary,16,low
GB-CHC-211200,overseas_engagement,uk_fundraising_only,high
GB-CHC-211231,sdg_primary,1,high
GB-CHC-211231,sdg_secondary,11,high
GB-CHC-211231,overseas_engagement,funds_partners_abroad,high
GB-CHC-211305,sdg_primary,16,low
GB-CHC-211305,overseas_engagement,uk_fundraising_only,high
GB-CHC-211348,sdg_primary,15,high
GB-CHC-211348,sdg_secondary,2,high
GB-CHC-211348,sdg_secondary,4,high
GB-CHC-211348,overseas_engagement,operates_directly_abroad,low
GB-CHC-211471,sdg_primary,4,medium
GB-CHC-211471,sdg_secondary,16,medium
GB-CHC-211471,overseas_engagement,uk_fundraising_only,high
GB-CHC-211513,sdg_primary,1,low
GB-CHC-211513,sdg_secondary,4,low
GB-CHC-211513,overseas_engagement,uk_fundraising_only,high
GB-CHC-211618,sdg_primary,4,high
GB-CHC-211618,sdg_secondary,1,high
GB-CHC-211618,sdg_secondary,3,high
GB-CHC-211618,overseas_engagement,operates_directly_abroad,high
GB-CHC-211647,sdg_primary,16,high
GB-CHC-211647,sdg_secondary,4,high
GB-CHC-211647,sdg_secondary,17,high
GB-CHC-211647,overseas_engagement,operates_directly_abroad,high
GB-CHC-211840,sdg_primary,1,high
GB-CHC-211840,sdg_secondary,5,high
GB-CHC-211840,overseas_engagement,uk_fundraising_only,high
GB-CHC-212034,sdg_primary,1,high
GB-CHC-212034,sdg_secondary,3,high
GB-CHC-212034,sdg_secondary,8,high
GB-CHC-212034,overseas_engagement,uk_fundraising_only,high
GB-CHC-212151,sdg_primary,16,high
GB-CHC-212151,sdg_secondary,4,high
GB-CHC-212151,overseas_engagement,uk_fundraising_only,high
GB-CHC-212331,sdg_primary,9,high
GB-CHC-212331,sdg_secondary,12,high
GB-CHC-212331,overseas_engagement,uk_fundraising_only,high
GB-CHC-212384,sdg_primary,4,high
GB-CHC-212384,sdg_secondary,11,high
GB-CHC-212384,overseas_engagement,uk_fundraising_only,medium
GB-CHC-212424,sdg_primary,17,high
GB-CHC-212424,sdg_secondary,4,high
GB-CHC-212424,sdg_secondary,9,high
GB-CHC-212424,overseas_engagement,operates_directly_abroad,medium
GB-CHC-212481,sdg_primary,4,high
GB-CHC-212481,sdg_secondary,11,high
GB-CHC-212481,overseas_engagement,operates_directly_abroad,high
GB-CHC-212692,sdg_primary,11,high
GB-CHC-212692,sdg_secondary,4,high
GB-CHC-212692,overseas_engagement,operates_directly_abroad,high
GB-CHC-212778,sdg_primary,4,high
GB-CHC-212778,sdg_secondary,17,high
GB-CHC-212778,overseas_engagement,funds_partners_abroad,high
GB-CHC-212799,sdg_primary,1,high
GB-CHC-212799,sdg_secondary,8,high
GB-CHC-212799,overseas_engagement,uk_fundraising_only,high
GB-CHC-212861,sdg_primary,4,high
GB-CHC-212861,sdg_secondary,17,high
GB-CHC-212861,overseas_engagement,funds_partners_abroad,high
GB-CHC-212952,sdg_primary,1,high
GB-CHC-212952,overseas_engagement,uk_fundraising_only,high
GB-CHC-212992,sdg_primary,9,medium
GB-CHC-212992,overseas_engagement,uk_fundraising_only,high
GB-CHC-213125,sdg_primary,4,high
GB-CHC-213125,overseas_engagement,uk_fundraising_only,high
GB-CHC-213149,sdg_primary,15,medium
GB-CHC-213149,sdg_secondary,4,medium
GB-CHC-213149,overseas_engagement,uk_fundraising_only,high
GB-CHC-213216,sdg_primary,2,medium
GB-CHC-213216,overseas_engagement,uk_fundraising_only,high
GB-CHC-213251,sdg_primary,3,high
GB-CHC-213251,sdg_secondary,1,high
GB-CHC-213251,overseas_engagement,operates_directly_abroad,high
GB-CHC-213280,sdg_primary,3,high
GB-CHC-213280,sdg_secondary,5,high
GB-CHC-213280,overseas_engagement,uk_fundraising_only,high
GB-CHC-213282,sdg_primary,16,medium
GB-CHC-213282,sdg_secondary,11,medium
GB-CHC-213282,overseas_engagement,funds_partners_abroad,high
GB-CHC-213422,sdg_primary,4,medium
GB-CHC-213422,sdg_secondary,16,medium
GB-CHC-213422,overseas_engagement,operates_directly_abroad,high
GB-CHC-213766,sdg_primary,16,high
GB-CHC-213766,sdg_secondary,1,high
GB-CHC-213766,overseas_engagement,operates_directly_abroad,high
GB-CHC-213890,sdg_primary,1,high
GB-CHC-213890,sdg_secondary,3,high
GB-CHC-213890,sdg_secondary,4,high
GB-CHC-213890,overseas_engagement,operates_directly_abroad,high
GB-CHC-213962,sdg_primary,4,high
GB-CHC-213962,overseas_engagement,uk_fundraising_only,high
GB-CHC-214244,sdg_primary,1,high
GB-CHC-214244,overseas_engagement,uk_fundraising_only,high
GB-CHC-214336,sdg_primary,11,medium
GB-CHC-214336,sdg_secondary,4,medium
GB-CHC-214336,overseas_engagement,uk_fundraising_only,high
GB-CHC-214379,sdg_primary,9,high
GB-CHC-214379,sdg_secondary,13,high
GB-CHC-214379,overseas_engagement,uk_fundraising_only,high
GB-CHC-214610,sdg_primary,16,medium
GB-CHC-214610,overseas_engagement,uk_fundraising_only,high
GB-CHC-214726,sdg_primary,11,medium
GB-CHC-214726,sdg_secondary,4,medium
GB-CHC-214726,overseas_engagement,uk_fundraising_only,high
GB-CHC-215011,sdg_primary,16,medium
GB-CHC-215011,sdg_secondary,1,medium
GB-CHC-215011,sdg_secondary,3,medium
GB-CHC-215011,overseas_engagement,operates_directly_abroad,medium
GB-CHC-215352,sdg_primary,16,medium
GB-CHC-215352,sdg_secondary,11,medium
GB-CHC-215352,overseas_engagement,funds_partners_abroad,high
GB-CHC-215398,sdg_primary,4,high
GB-CHC-215398,sdg_secondary,1,high
GB-CHC-215398,overseas_engagement,operates_directly_abroad,high
GB-CHC-215409,sdg_primary,16,low
GB-CHC-215409,overseas_engagement,operates_directly_abroad,medium
GB-CHC-215553,sdg_primary,16,low
GB-CHC-215553,overseas_engagement,uk_fundraising_only,low
GB-CHC-218159,sdg_primary,3,medium
GB-CHC-218159,sdg_secondary,5,medium
GB-CHC-218159,overseas_engagement,uk_fundraising_only,high
GB-CHC-218186,sdg_primary,10,high
GB-CHC-218186,sdg_secondary,3,high
GB-CHC-218186,overseas_engagement,operates_directly_abroad,high
GB-CHC-218823,sdg_primary,16,low
GB-CHC-218823,overseas_engagement,uk_fundraising_only,high
GB-CHC-218951,sdg_primary,16,low
GB-CHC-218951,sdg_secondary,4,low
GB-CHC-218951,overseas_engagement,uk_fundraising_only,low
GB-CHC-219055,sdg_primary,4,medium
GB-CHC-219055,sdg_secondary,1,medium
GB-CHC-219055,sdg_secondary,3,medium
GB-CHC-219055,overseas_engagement,operates_directly_abroad,medium
GB-CHC-219279,sdg_primary,1,high
GB-CHC-219279,sdg_secondary,3,high
GB-CHC-219279,sdg_secondary,16,high
GB-CHC-219279,overseas_engagement,uk_fundraising_only,high
GB-CHC-219281,sdg_primary,1,high
GB-CHC-219281,overseas_engagement,funds_partners_abroad,high
GB-CHC-219404,sdg_primary,1,high
GB-CHC-219404,overseas_engagement,uk_fundraising_only,high
GB-CHC-219430,sdg_primary,2,high
GB-CHC-219430,sdg_secondary,4,high
GB-CHC-219430,overseas_engagement,operates_directly_abroad,high
GB-CHC-219432,sdg_primary,3,high
GB-CHC-219432,overseas_engagement,uk_fundraising_only,high
GB-CHC-219763,sdg_primary,16,low
GB-CHC-219763,sdg_secondary,4,low
GB-CHC-219763,overseas_engagement,operates_directly_abroad,high
GB-CHC-219852,sdg_primary,1,medium
GB-CHC-219852,sdg_secondary,3,medium
GB-CHC-219852,sdg_secondary,4,medium
GB-CHC-219852,overseas_engagement,funds_partners_abroad,high
GB-CHC-219946,sdg_primary,4,medium
GB-CHC-219946,sdg_secondary,1,medium
GB-CHC-219946,sdg_secondary,3,medium
GB-CHC-219946,overseas_engagement,operates_directly_abroad,high
GB-CHC-220300,sdg_primary,17,low
GB-CHC-220300,overseas_engagement,uk_fundraising_only,high
GB-CHC-220441,sdg_primary,17,low
GB-CHC-220441,overseas_engagement,uk_fundraising_only,low
GB-CHC-220480,sdg_primary,16,low
GB-CHC-220480,sdg_secondary,4,low
GB-CHC-220480,overseas_engagement,uk_fundraising_only,high
GB-CHC-220764,sdg_primary,4,medium
GB-CHC-220764,sdg_secondary,16,medium
GB-CHC-220764,overseas_engagement,uk_fundraising_only,high
GB-CHC-220881,sdg_primary,1,medium
GB-CHC-220881,sdg_secondary,5,medium
GB-CHC-220881,sdg_secondary,16,medium
GB-CHC-220881,overseas_engagement,funds_partners_abroad,medium
GB-CHC-220949,sdg_primary,3,high
GB-CHC-220949,sdg_secondary,1,high
GB-CHC-220949,sdg_secondary,16,high
GB-CHC-220949,overseas_engagement,operates_directly_abroad,high
GB-CHC-221319,sdg_primary,3,medium
GB-CHC-221319,sdg_secondary,4,medium
GB-CHC-221319,sdg_secondary,10,medium
GB-CHC-221319,overseas_engagement,uk_fundraising_only,high
GB-CHC-221328,sdg_primary,4,medium
GB-CHC-221328,sdg_secondary,16,medium
GB-CHC-221328,overseas_engagement,operates_directly_abroad,high
GB-CHC-221594,sdg_primary,1,medium
GB-CHC-221594,sdg_secondary,13,medium
GB-CHC-221594,sdg_secondary,16,medium
GB-CHC-221594,overseas_engagement,operates_directly_abroad,high
GB-CHC-221601,sdg_primary,1,high
GB-CHC-221601,overseas_engagement,uk_fundraising_only,high
GB-CHC-221605,sdg_primary,16,low
GB-CHC-221605,sdg_secondary,4,low
GB-CHC-221605,overseas_engagement,operates_directly_abroad,high
GB-CHC-221853,sdg_primary,16,low
GB-CHC-221853,sdg_secondary,8,low
GB-CHC-221853,overseas_engagement,funds_partners_abroad,high
GB-CHC-221992,sdg_primary,3,medium
GB-CHC-221992,sdg_secondary,1,medium
GB-CHC-221992,overseas_engagement,funds_partners_abroad,high
GB-CHC-222416,sdg_primary,1,high
GB-CHC-222416,sdg_secondary,3,high
GB-CHC-222416,overseas_engagement,uk_fundraising_only,high
GB-CHC-222478,sdg_primary,9,high
GB-CHC-222478,sdg_secondary,12,high
GB-CHC-222478,overseas_engagement,uk_fundraising_only,high
GB-CHC-222655,sdg_primary,3,high
GB-CHC-222655,sdg_secondary,4,high
GB-CHC-222655,sdg_secondary,17,high
GB-CHC-222655,overseas_engagement,operates_directly_abroad,high
GB-CHC-222698,sdg_primary,17,low
GB-CHC-222698,overseas_engagement,funds_partners_abroad,high
GB-CHC-222849,sdg_primary,3,high
GB-CHC-222849,sdg_secondary,4,high
GB-CHC-222849,sdg_secondary,10,high
GB-CHC-222849,overseas_engagement,funds_partners_abroad,high
GB-CHC-223186,sdg_primary,1,medium
GB-CHC-223186,sdg_secondary,17,medium
GB-CHC-223186,overseas_engagement,operates_directly_abroad,medium
GB-CHC-223327,sdg_primary,16,low
GB-CHC-223327,sdg_secondary,4,low
GB-CHC-223327,overseas_engagement,uk_fundraising_only,medium
GB-CHC-223660,sdg_primary,4,high
GB-CHC-223660,overseas_engagement,uk_fundraising_only,high
GB-CHC-224223,sdg_primary,4,high
GB-CHC-224223,overseas_engagement,operates_directly_abroad,medium
GB-CHC-224392,sdg_primary,15,high
GB-CHC-224392,overseas_engagement,uk_fundraising_only,high
GB-CHC-224425,sdg_primary,4,medium
GB-CHC-224425,sdg_secondary,16,medium
GB-CHC-224425,overseas_engagement,operates_directly_abroad,high
GB-CHC-224447,sdg_primary,2,medium
GB-CHC-224447,sdg_secondary,1,medium
GB-CHC-224447,sdg_secondary,3,medium
GB-CHC-224447,overseas_engagement,operates_directly_abroad,medium
GB-CHC-225364,sdg_primary,4,medium
GB-CHC-225364,sdg_secondary,16,medium
GB-CHC-225364,overseas_engagement,funds_partners_abroad,medium
GB-CHC-225755,sdg_primary,3,high
GB-CHC-225755,sdg_secondary,1,high
GB-CHC-225755,sdg_secondary,4,high
GB-CHC-225755,overseas_engagement,operates_directly_abroad,high
GB-CHC-225783,sdg_primary,16,low
GB-CHC-225783,overseas_engagement,operates_directly_abroad,medium
GB-CHC-225849,sdg_primary,1,high
GB-CHC-225849,overseas_engagement,uk_fundraising_only,high
GB-CHC-225870,sdg_primary,16,low
GB-CHC-225870,overseas_engagement,uk_fundraising_only,low
GB-CHC-225910,sdg_primary,1,high
GB-CHC-225910,sdg_secondary,3,high
GB-CHC-225910,sdg_secondary,13,high
GB-CHC-225910,overseas_engagement,funds_partners_abroad,high
GB-CHC-226226,sdg_primary,16,medium
GB-CHC-226226,sdg_secondary,1,medium
GB-CHC-226226,sdg_secondary,10,medium
GB-CHC-226226,overseas_engagement,uk_fundraising_only,high
GB-CHC-226352,sdg_primary,3,low
GB-CHC-226352,sdg_secondary,16,low
GB-CHC-226352,overseas_engagement,funds_partners_abroad,high
GB-CHC-226446,sdg_primary,8,high
GB-CHC-226446,sdg_secondary,3,high
GB-CHC-226446,sdg_secondary,4,high
GB-CHC-226446,overseas_engagement,funds_partners_abroad,high
GB-CHC-226512,sdg_primary,4,medium
GB-CHC-226512,sdg_secondary,16,medium
GB-CHC-226512,overseas_engagement,funds_partners_abroad,high
GB-CHC-226686,sdg_primary,3,high
GB-CHC-226686,sdg_secondary,1,high
GB-CHC-226686,overseas_engagement,uk_fundraising_only,high
GB-CHC-226802,sdg_primary,15,low
GB-CHC-226802,sdg_secondary,4,low
GB-CHC-226802,overseas_engagement,uk_fundraising_only,high
GB-CHC-227111,sdg_primary,4,medium
GB-CHC-227111,sdg_secondary,16,medium
GB-CHC-227111,overseas_engagement,operates_directly_abroad,medium
GB-CHC-227177,sdg_primary,1,high
GB-CHC-227177,sdg_secondary,8,high
